"SurveyResponseID","AnswerNumber","CycleOwnership"
3609819,82,"Borrow a bike in NZ"
3609826,78,"Borrow a bike in NZ"
3609840,73,"Borrow a bike in NZ"
3609845,83,"Borrow a bike in NZ"
3609861,66,"Borrow a bike in NZ"
3609880,82,"Borrow a bike in NZ"
3609894,70,"Borrow a bike in NZ"
3609895,78,"Borrow a bike in NZ"
3606926,96,"Borrow a bike in NZ"
3606938,57,"Borrow a bike in NZ"
3606898,69,"Borrow a bike in NZ"
3607037,61,"Borrow a bike in NZ"
3606954,66,"Borrow a bike in NZ"
3606958,60,"Borrow a bike in NZ"
3606961,74,"Borrow a bike in NZ"
3610103,111,"Borrow a bike in NZ"
3606668,57,"Borrow a bike in NZ"
3606495,78,"Borrow a bike in NZ"
3606455,64,"Borrow a bike in NZ"
3606580,62,"Borrow a bike in NZ"
3606721,60,"Borrow a bike in NZ"
3606606,61,"Borrow a bike in NZ"
3606890,54,"Borrow a bike in NZ"
3606857,59,"Borrow a bike in NZ"
3606054,66,"Borrow a bike in NZ"
3606069,61,"Borrow a bike in NZ"
3606071,71,"Borrow a bike in NZ"
3606175,57,"Borrow a bike in NZ"
3606135,65,"Borrow a bike in NZ"
3606197,68,"Borrow a bike in NZ"
3606199,62,"Borrow a bike in NZ"
3606222,61,"Borrow a bike in NZ"
3606403,100,"Borrow a bike in NZ"
3606404,62,"Borrow a bike in NZ"
3606411,65,"Borrow a bike in NZ"
3606421,95,"Borrow a bike in NZ"
3606432,95,"Borrow a bike in NZ"
3606437,91,"Borrow a bike in NZ"
3606281,59,"Borrow a bike in NZ"
3606363,76,"Borrow a bike in NZ"
3606393,99,"Borrow a bike in NZ"
3606271,64,"Borrow a bike in NZ"
3606000,125,"Borrow a bike in NZ"
3605874,64,"Borrow a bike in NZ"
3605975,96,"Borrow a bike in NZ"
3605912,86,"Borrow a bike in NZ"
3605915,59,"Borrow a bike in NZ"
3605945,122,"Borrow a bike in NZ"
3605802,75,"Borrow a bike in NZ"
3605816,102,"Borrow a bike in NZ"
3605837,69,"Borrow a bike in NZ"
3605843,85,"Borrow a bike in NZ"
3605793,87,"Borrow a bike in NZ"
3605781,90,"Borrow a bike in NZ"
3605679,76,"Borrow a bike in NZ"
3605175,72,"Borrow a bike in NZ"
3605111,73,"Borrow a bike in NZ"
3605299,111,"Borrow a bike in NZ"
3605191,77,"Borrow a bike in NZ"
3605243,73,"Borrow a bike in NZ"
3605347,124,"Borrow a bike in NZ"
3605356,58,"Borrow a bike in NZ"
3605443,68,"Borrow a bike in NZ"
3605379,57,"Borrow a bike in NZ"
3605386,66,"Borrow a bike in NZ"
3605391,61,"Borrow a bike in NZ"
3605401,58,"Borrow a bike in NZ"
3605753,67,"Borrow a bike in NZ"
3605763,64,"Borrow a bike in NZ"
3605766,87,"Borrow a bike in NZ"
3605697,98,"Borrow a bike in NZ"
3605653,82,"Borrow a bike in NZ"
3605632,75,"Borrow a bike in NZ"
3605623,77,"Borrow a bike in NZ"
3605597,66,"Borrow a bike in NZ"
3605574,71,"Borrow a bike in NZ"
3605487,113,"Borrow a bike in NZ"
3605512,94,"Borrow a bike in NZ"
3605451,73,"Borrow a bike in NZ"
3605000,62,"Borrow a bike in NZ"
3605015,70,"Borrow a bike in NZ"
3605016,76,"Borrow a bike in NZ"
3605052,80,"Borrow a bike in NZ"
3605093,64,"Borrow a bike in NZ"
3604811,71,"Borrow a bike in NZ"
3604963,79,"Borrow a bike in NZ"
3604938,87,"Borrow a bike in NZ"
3604926,64,"Borrow a bike in NZ"
3604228,57,"Borrow a bike in NZ"
3604746,59,"Borrow a bike in NZ"
3604658,68,"Borrow a bike in NZ"
3604776,73,"Borrow a bike in NZ"
3604602,64,"Borrow a bike in NZ"
3604603,81,"Borrow a bike in NZ"
3604528,77,"Borrow a bike in NZ"
3604614,91,"Borrow a bike in NZ"
3604255,71,"Borrow a bike in NZ"
3604069,78,"Borrow a bike in NZ"
3604079,71,"Borrow a bike in NZ"
3603931,130,"Borrow a bike in NZ"
3604054,62,"Borrow a bike in NZ"
3603975,71,"Borrow a bike in NZ"
3603997,63,"Borrow a bike in NZ"
3603956,80,"Borrow a bike in NZ"
3603904,66,"Borrow a bike in NZ"
3603791,63,"Borrow a bike in NZ"
3603797,64,"Borrow a bike in NZ"
3604370,68,"Borrow a bike in NZ"
3604287,59,"Borrow a bike in NZ"
3604213,73,"Borrow a bike in NZ"
3604133,64,"Borrow a bike in NZ"
3604135,58,"Borrow a bike in NZ"
3604461,65,"Borrow a bike in NZ"
3604462,77,"Borrow a bike in NZ"
3604446,81,"Borrow a bike in NZ"
3603640,71,"Borrow a bike in NZ"
3603573,69,"Borrow a bike in NZ"
3603759,70,"Borrow a bike in NZ"
3603732,71,"Borrow a bike in NZ"
3603638,59,"Borrow a bike in NZ"
3603674,69,"Borrow a bike in NZ"
3603416,81,"Borrow a bike in NZ"
3603503,125,"Borrow a bike in NZ"
3603488,67,"Borrow a bike in NZ"
3603374,67,"Borrow a bike in NZ"
3603347,77,"Borrow a bike in NZ"
3603402,62,"Borrow a bike in NZ"
3603387,62,"Borrow a bike in NZ"
3603288,64,"Borrow a bike in NZ"
3603280,67,"Borrow a bike in NZ"
3603305,78,"Borrow a bike in NZ"
3603332,72,"Borrow a bike in NZ"
3603171,62,"Borrow a bike in NZ"
3603176,81,"Borrow a bike in NZ"
3603249,68,"Borrow a bike in NZ"
3602983,86,"Borrow a bike in NZ"
3602943,75,"Borrow a bike in NZ"
3603053,86,"Borrow a bike in NZ"
3603037,66,"Borrow a bike in NZ"
3602827,62,"Borrow a bike in NZ"
3602769,65,"Borrow a bike in NZ"
3602933,64,"Borrow a bike in NZ"
3602891,72,"Borrow a bike in NZ"
3602853,111,"Borrow a bike in NZ"
3602640,112,"Borrow a bike in NZ"
3602675,66,"Borrow a bike in NZ"
3602704,113,"Borrow a bike in NZ"
3602713,122,"Borrow a bike in NZ"
3602729,117,"Borrow a bike in NZ"
3602602,62,"Borrow a bike in NZ"
3602606,70,"Borrow a bike in NZ"
3602609,67,"Borrow a bike in NZ"
3602552,62,"Borrow a bike in NZ"
3602477,72,"Borrow a bike in NZ"
3602518,76,"Borrow a bike in NZ"
3602435,70,"Borrow a bike in NZ"
3602436,66,"Borrow a bike in NZ"
3602444,109,"Borrow a bike in NZ"
3602455,63,"Borrow a bike in NZ"
3602312,115,"Borrow a bike in NZ"
3602372,97,"Borrow a bike in NZ"
3602373,134,"Borrow a bike in NZ"
3602326,65,"Borrow a bike in NZ"
3602060,69,"Borrow a bike in NZ"
3602162,73,"Borrow a bike in NZ"
3602127,153,"Borrow a bike in NZ"
3602078,113,"Borrow a bike in NZ"
3602080,70,"Borrow a bike in NZ"
3602089,83,"Borrow a bike in NZ"
3601996,69,"Borrow a bike in NZ"
3601985,72,"Borrow a bike in NZ"
3602282,72,"Borrow a bike in NZ"
3602234,85,"Borrow a bike in NZ"
3602253,85,"Borrow a bike in NZ"
3602215,73,"Borrow a bike in NZ"
3602228,106,"Borrow a bike in NZ"
3602229,112,"Borrow a bike in NZ"
3601962,85,"Borrow a bike in NZ"
3601978,72,"Borrow a bike in NZ"
3601891,65,"Borrow a bike in NZ"
3601917,68,"Borrow a bike in NZ"
3601863,78,"Borrow a bike in NZ"
3601875,72,"Borrow a bike in NZ"
3601857,87,"Borrow a bike in NZ"
3601862,75,"Borrow a bike in NZ"
3601807,65,"Borrow a bike in NZ"
3601816,70,"Borrow a bike in NZ"
3601791,72,"Borrow a bike in NZ"
3601778,73,"Borrow a bike in NZ"
3601543,77,"Borrow a bike in NZ"
3601568,75,"Borrow a bike in NZ"
3601576,70,"Borrow a bike in NZ"
3601582,65,"Borrow a bike in NZ"
3601596,66,"Borrow a bike in NZ"
3601346,70,"Borrow a bike in NZ"
3601373,74,"Borrow a bike in NZ"
3601376,79,"Borrow a bike in NZ"
3601398,64,"Borrow a bike in NZ"
3601455,70,"Borrow a bike in NZ"
3601130,55,"Borrow a bike in NZ"
3601176,105,"Borrow a bike in NZ"
3601094,55,"Borrow a bike in NZ"
3601099,84,"Borrow a bike in NZ"
3600908,106,"Borrow a bike in NZ"
3601021,109,"Borrow a bike in NZ"
3601067,58,"Borrow a bike in NZ"
3601070,56,"Borrow a bike in NZ"
3600881,82,"Borrow a bike in NZ"
3600889,103,"Borrow a bike in NZ"
3600878,80,"Borrow a bike in NZ"
3600869,53,"Borrow a bike in NZ"
3600998,104,"Borrow a bike in NZ"
3601000,58,"Borrow a bike in NZ"
3600938,62,"Borrow a bike in NZ"
3600939,63,"Borrow a bike in NZ"
3600803,64,"Borrow a bike in NZ"
3600806,97,"Borrow a bike in NZ"
3600812,56,"Borrow a bike in NZ"
3600777,66,"Borrow a bike in NZ"
3600702,72,"Borrow a bike in NZ"
3600706,56,"Borrow a bike in NZ"
3600720,111,"Borrow a bike in NZ"
3600735,65,"Borrow a bike in NZ"
3600741,59,"Borrow a bike in NZ"
3600621,119,"Borrow a bike in NZ"
3600651,54,"Borrow a bike in NZ"
3600682,58,"Borrow a bike in NZ"
3600687,58,"Borrow a bike in NZ"
3600608,127,"Borrow a bike in NZ"
3600620,82,"Borrow a bike in NZ"
3600599,84,"Borrow a bike in NZ"
3600595,108,"Borrow a bike in NZ"
3600543,65,"Borrow a bike in NZ"
3600488,114,"Borrow a bike in NZ"
3600204,71,"Borrow a bike in NZ"
3600224,102,"Borrow a bike in NZ"
3600169,56,"Borrow a bike in NZ"
3600142,102,"Borrow a bike in NZ"
3600341,118,"Borrow a bike in NZ"
3600283,73,"Borrow a bike in NZ"
3600286,75,"Borrow a bike in NZ"
3600309,70,"Borrow a bike in NZ"
3600317,149,"Borrow a bike in NZ"
3600354,94,"Borrow a bike in NZ"
3600372,103,"Borrow a bike in NZ"
3600388,105,"Borrow a bike in NZ"
3600443,74,"Borrow a bike in NZ"
3600419,53,"Borrow a bike in NZ"
3600424,100,"Borrow a bike in NZ"
3600405,83,"Borrow a bike in NZ"
3600407,85,"Borrow a bike in NZ"
3600247,82,"Borrow a bike in NZ"
3599830,63,"Borrow a bike in NZ"
3599813,66,"Borrow a bike in NZ"
3599822,73,"Borrow a bike in NZ"
3599792,83,"Borrow a bike in NZ"
3599807,72,"Borrow a bike in NZ"
3599718,88,"Borrow a bike in NZ"
3599900,57,"Borrow a bike in NZ"
3599865,72,"Borrow a bike in NZ"
3599860,79,"Borrow a bike in NZ"
3599851,98,"Borrow a bike in NZ"
3600003,100,"Borrow a bike in NZ"
3599977,59,"Borrow a bike in NZ"
3599970,58,"Borrow a bike in NZ"
3599918,104,"Borrow a bike in NZ"
3599921,76,"Borrow a bike in NZ"
3600132,79,"Borrow a bike in NZ"
3600122,119,"Borrow a bike in NZ"
3600123,73,"Borrow a bike in NZ"
3600031,95,"Borrow a bike in NZ"
3600051,90,"Borrow a bike in NZ"
3599653,70,"Borrow a bike in NZ"
3599500,65,"Borrow a bike in NZ"
3599650,86,"Borrow a bike in NZ"
3599694,149,"Borrow a bike in NZ"
3599696,60,"Borrow a bike in NZ"
3599615,74,"Borrow a bike in NZ"
3599605,72,"Borrow a bike in NZ"
3599599,58,"Borrow a bike in NZ"
3599479,72,"Borrow a bike in NZ"
3599404,64,"Borrow a bike in NZ"
3599492,66,"Borrow a bike in NZ"
3599544,67,"Borrow a bike in NZ"
3599545,72,"Borrow a bike in NZ"
3599305,69,"Borrow a bike in NZ"
3599284,62,"Borrow a bike in NZ"
3599292,69,"Borrow a bike in NZ"
3599337,62,"Borrow a bike in NZ"
3599308,59,"Borrow a bike in NZ"
3599275,68,"Borrow a bike in NZ"
3599266,69,"Borrow a bike in NZ"
3599184,66,"Borrow a bike in NZ"
3599196,74,"Borrow a bike in NZ"
3599085,74,"Borrow a bike in NZ"
3599142,66,"Borrow a bike in NZ"
3599172,86,"Borrow a bike in NZ"
3599059,63,"Borrow a bike in NZ"
3599013,71,"Borrow a bike in NZ"
3598988,69,"Borrow a bike in NZ"
3599005,71,"Borrow a bike in NZ"
3598917,102,"Borrow a bike in NZ"
3598885,96,"Borrow a bike in NZ"
3598900,116,"Borrow a bike in NZ"
3598961,69,"Borrow a bike in NZ"
3598964,61,"Borrow a bike in NZ"
3598967,63,"Borrow a bike in NZ"
3598679,94,"Borrow a bike in NZ"
3598650,118,"Borrow a bike in NZ"
3598627,87,"Borrow a bike in NZ"
3598834,84,"Borrow a bike in NZ"
3598800,79,"Borrow a bike in NZ"
3598769,58,"Borrow a bike in NZ"
3598872,90,"Borrow a bike in NZ"
3598846,72,"Borrow a bike in NZ"
3598842,72,"Borrow a bike in NZ"
3598615,58,"Borrow a bike in NZ"
3598621,57,"Borrow a bike in NZ"
3598574,60,"Borrow a bike in NZ"
3598581,63,"Borrow a bike in NZ"
3598544,55,"Borrow a bike in NZ"
3598447,106,"Borrow a bike in NZ"
3598459,79,"Borrow a bike in NZ"
3598483,73,"Borrow a bike in NZ"
3598498,77,"Borrow a bike in NZ"
3598502,69,"Borrow a bike in NZ"
3598506,76,"Borrow a bike in NZ"
3598339,64,"Borrow a bike in NZ"
3598430,98,"Borrow a bike in NZ"
3598383,87,"Borrow a bike in NZ"
3598253,70,"Borrow a bike in NZ"
3598170,64,"Borrow a bike in NZ"
3598183,87,"Borrow a bike in NZ"
3597744,81,"Borrow a bike in NZ"
3597795,67,"Borrow a bike in NZ"
3597799,79,"Borrow a bike in NZ"
3597811,61,"Borrow a bike in NZ"
3597660,59,"Borrow a bike in NZ"
3597662,58,"Borrow a bike in NZ"
3597669,68,"Borrow a bike in NZ"
3597651,80,"Borrow a bike in NZ"
3597620,73,"Borrow a bike in NZ"
3597552,59,"Borrow a bike in NZ"
3597580,76,"Borrow a bike in NZ"
3598237,89,"Borrow a bike in NZ"
3598238,100,"Borrow a bike in NZ"
3598240,104,"Borrow a bike in NZ"
3598227,65,"Borrow a bike in NZ"
3598089,62,"Borrow a bike in NZ"
3598101,60,"Borrow a bike in NZ"
3598109,109,"Borrow a bike in NZ"
3598116,69,"Borrow a bike in NZ"
3597884,72,"Borrow a bike in NZ"
3597889,99,"Borrow a bike in NZ"
3597918,100,"Borrow a bike in NZ"
3597919,66,"Borrow a bike in NZ"
3597930,61,"Borrow a bike in NZ"
3597933,65,"Borrow a bike in NZ"
3597962,59,"Borrow a bike in NZ"
3597978,81,"Borrow a bike in NZ"
3597986,64,"Borrow a bike in NZ"
3598011,67,"Borrow a bike in NZ"
3598060,80,"Borrow a bike in NZ"
3597328,79,"Borrow a bike in NZ"
3597361,77,"Borrow a bike in NZ"
3597390,81,"Borrow a bike in NZ"
3597391,74,"Borrow a bike in NZ"
3597327,59,"Borrow a bike in NZ"
3597271,58,"Borrow a bike in NZ"
3597277,60,"Borrow a bike in NZ"
3597283,82,"Borrow a bike in NZ"
3597518,67,"Borrow a bike in NZ"
3597523,65,"Borrow a bike in NZ"
3597478,79,"Borrow a bike in NZ"
3597488,71,"Borrow a bike in NZ"
3597505,83,"Borrow a bike in NZ"
3597507,72,"Borrow a bike in NZ"
3597472,69,"Borrow a bike in NZ"
3597465,74,"Borrow a bike in NZ"
3597367,87,"Borrow a bike in NZ"
3597433,63,"Borrow a bike in NZ"
3597026,69,"Borrow a bike in NZ"
3597049,65,"Borrow a bike in NZ"
3597107,58,"Borrow a bike in NZ"
3597112,87,"Borrow a bike in NZ"
3597056,65,"Borrow a bike in NZ"
3597021,60,"Borrow a bike in NZ"
3597213,60,"Borrow a bike in NZ"
3597136,104,"Borrow a bike in NZ"
3597145,82,"Borrow a bike in NZ"
3597156,71,"Borrow a bike in NZ"
3597258,67,"Borrow a bike in NZ"
3597261,133,"Borrow a bike in NZ"
3597215,84,"Borrow a bike in NZ"
3597222,55,"Borrow a bike in NZ"
3596395,73,"Borrow a bike in NZ"
3596281,59,"Borrow a bike in NZ"
3596471,60,"Borrow a bike in NZ"
3596474,78,"Borrow a bike in NZ"
3596469,76,"Borrow a bike in NZ"
3596303,74,"Borrow a bike in NZ"
3596325,55,"Borrow a bike in NZ"
3596328,73,"Borrow a bike in NZ"
3596331,63,"Borrow a bike in NZ"
3596256,66,"Borrow a bike in NZ"
3596233,85,"Borrow a bike in NZ"
3596206,75,"Borrow a bike in NZ"
3596210,72,"Borrow a bike in NZ"
3596217,77,"Borrow a bike in NZ"
3596183,58,"Borrow a bike in NZ"
3596149,79,"Borrow a bike in NZ"
3596969,63,"Borrow a bike in NZ"
3596913,67,"Borrow a bike in NZ"
3596874,73,"Borrow a bike in NZ"
3596813,86,"Borrow a bike in NZ"
3596833,63,"Borrow a bike in NZ"
3596791,92,"Borrow a bike in NZ"
3596798,103,"Borrow a bike in NZ"
3596781,66,"Borrow a bike in NZ"
3596632,82,"Borrow a bike in NZ"
3596732,74,"Borrow a bike in NZ"
3596736,57,"Borrow a bike in NZ"
3596751,60,"Borrow a bike in NZ"
3596644,86,"Borrow a bike in NZ"
3596645,85,"Borrow a bike in NZ"
3596585,69,"Borrow a bike in NZ"
3595648,81,"Borrow a bike in NZ"
3595774,63,"Borrow a bike in NZ"
3595714,68,"Borrow a bike in NZ"
3595740,76,"Borrow a bike in NZ"
3595567,117,"Borrow a bike in NZ"
3596098,55,"Borrow a bike in NZ"
3596113,72,"Borrow a bike in NZ"
3595965,86,"Borrow a bike in NZ"
3595908,53,"Borrow a bike in NZ"
3595796,77,"Borrow a bike in NZ"
3595831,110,"Borrow a bike in NZ"
3595845,60,"Borrow a bike in NZ"
3595513,75,"Borrow a bike in NZ"
3595451,72,"Borrow a bike in NZ"
3595470,77,"Borrow a bike in NZ"
3595484,78,"Borrow a bike in NZ"
3595266,65,"Borrow a bike in NZ"
3595116,78,"Borrow a bike in NZ"
3595166,69,"Borrow a bike in NZ"
3595004,64,"Borrow a bike in NZ"
3594997,58,"Borrow a bike in NZ"
3594983,79,"Borrow a bike in NZ"
3594934,78,"Borrow a bike in NZ"
3594963,60,"Borrow a bike in NZ"
3594791,85,"Borrow a bike in NZ"
3594907,70,"Borrow a bike in NZ"
3594788,94,"Borrow a bike in NZ"
3594743,73,"Borrow a bike in NZ"
3594740,67,"Borrow a bike in NZ"
3594741,72,"Borrow a bike in NZ"
3594657,54,"Borrow a bike in NZ"
3594644,56,"Borrow a bike in NZ"
3594595,58,"Borrow a bike in NZ"
3594553,75,"Borrow a bike in NZ"
3594479,71,"Borrow a bike in NZ"
3594509,76,"Borrow a bike in NZ"
3594433,72,"Borrow a bike in NZ"
3594453,75,"Borrow a bike in NZ"
3594331,73,"Borrow a bike in NZ"
3594289,58,"Borrow a bike in NZ"
3594227,71,"Borrow a bike in NZ"
3594229,63,"Borrow a bike in NZ"
3594260,72,"Borrow a bike in NZ"
3594126,66,"Borrow a bike in NZ"
3594130,75,"Borrow a bike in NZ"
3593995,68,"Borrow a bike in NZ"
3594189,76,"Borrow a bike in NZ"
3594115,71,"Borrow a bike in NZ"
3594114,72,"Borrow a bike in NZ"
3594039,75,"Borrow a bike in NZ"
3593915,68,"Borrow a bike in NZ"
3593920,70,"Borrow a bike in NZ"
3593924,69,"Borrow a bike in NZ"
3593941,68,"Borrow a bike in NZ"
3593900,81,"Borrow a bike in NZ"
3593804,71,"Borrow a bike in NZ"
3593796,71,"Borrow a bike in NZ"
3593839,63,"Borrow a bike in NZ"
3593795,68,"Borrow a bike in NZ"
3593747,60,"Borrow a bike in NZ"
3593733,74,"Borrow a bike in NZ"
3593659,64,"Borrow a bike in NZ"
3593551,60,"Borrow a bike in NZ"
3593549,78,"Borrow a bike in NZ"
3593605,72,"Borrow a bike in NZ"
3593618,69,"Borrow a bike in NZ"
3593509,72,"Borrow a bike in NZ"
3593511,55,"Borrow a bike in NZ"
3593508,69,"Borrow a bike in NZ"
3593401,65,"Borrow a bike in NZ"
3593221,69,"Borrow a bike in NZ"
3593269,58,"Borrow a bike in NZ"
3593378,67,"Borrow a bike in NZ"
3593067,78,"Borrow a bike in NZ"
3593362,56,"Borrow a bike in NZ"
3593174,65,"Borrow a bike in NZ"
3593201,59,"Borrow a bike in NZ"
3593142,66,"Borrow a bike in NZ"
3592990,79,"Borrow a bike in NZ"
3592970,69,"Borrow a bike in NZ"
3592966,62,"Borrow a bike in NZ"
3593071,67,"Borrow a bike in NZ"
3593085,60,"Borrow a bike in NZ"
3592981,79,"Borrow a bike in NZ"
3592889,80,"Borrow a bike in NZ"
3592930,78,"Borrow a bike in NZ"
3592900,69,"Borrow a bike in NZ"
3592938,76,"Borrow a bike in NZ"
3592918,58,"Borrow a bike in NZ"
3592923,76,"Borrow a bike in NZ"
3592717,81,"Borrow a bike in NZ"
3592700,65,"Borrow a bike in NZ"
3592581,73,"Borrow a bike in NZ"
3592597,102,"Borrow a bike in NZ"
3592511,127,"Borrow a bike in NZ"
3592546,74,"Borrow a bike in NZ"
3592559,67,"Borrow a bike in NZ"
3592513,61,"Borrow a bike in NZ"
3592452,60,"Borrow a bike in NZ"
3592306,73,"Borrow a bike in NZ"
3592307,55,"Borrow a bike in NZ"
3592449,72,"Borrow a bike in NZ"
3592003,57,"Borrow a bike in NZ"
3592470,86,"Borrow a bike in NZ"
3592487,83,"Borrow a bike in NZ"
3592488,74,"Borrow a bike in NZ"
3591955,63,"Borrow a bike in NZ"
3591931,100,"Borrow a bike in NZ"
3591427,57,"Borrow a bike in NZ"
3591870,58,"Borrow a bike in NZ"
3591899,76,"Borrow a bike in NZ"
3591887,82,"Borrow a bike in NZ"
3592226,61,"Borrow a bike in NZ"
3592252,81,"Borrow a bike in NZ"
3592259,59,"Borrow a bike in NZ"
3592035,87,"Borrow a bike in NZ"
3592216,59,"Borrow a bike in NZ"
3591292,68,"Borrow a bike in NZ"
3591284,76,"Borrow a bike in NZ"
3591200,67,"Borrow a bike in NZ"
3591394,54,"Borrow a bike in NZ"
3591813,89,"Borrow a bike in NZ"
3590777,80,"Borrow a bike in NZ"
3590811,65,"Borrow a bike in NZ"
3590857,75,"Borrow a bike in NZ"
3590865,99,"Borrow a bike in NZ"
3590872,116,"Borrow a bike in NZ"
3590905,58,"Borrow a bike in NZ"
3591001,63,"Borrow a bike in NZ"
3591075,69,"Borrow a bike in NZ"
3591076,90,"Borrow a bike in NZ"
3590938,83,"Borrow a bike in NZ"
3591040,103,"Borrow a bike in NZ"
3591110,60,"Borrow a bike in NZ"
3591097,90,"Borrow a bike in NZ"
3591136,59,"Borrow a bike in NZ"
3590692,91,"Borrow a bike in NZ"
3590674,77,"Borrow a bike in NZ"
3590710,135,"Borrow a bike in NZ"
3590618,94,"Borrow a bike in NZ"
3590628,62,"Borrow a bike in NZ"
3590649,55,"Borrow a bike in NZ"
3590670,84,"Borrow a bike in NZ"
3590526,70,"Borrow a bike in NZ"
3590533,58,"Borrow a bike in NZ"
3590232,64,"Borrow a bike in NZ"
3590428,69,"Borrow a bike in NZ"
3590439,67,"Borrow a bike in NZ"
3590459,73,"Borrow a bike in NZ"
3590462,68,"Borrow a bike in NZ"
3590472,81,"Borrow a bike in NZ"
3592137,112,"Borrow a bike in NZ"
3592090,95,"Borrow a bike in NZ"
3592055,57,"Borrow a bike in NZ"
3590130,107,"Borrow a bike in NZ"
3590140,66,"Borrow a bike in NZ"
3590189,92,"Borrow a bike in NZ"
3592446,75,"Borrow a bike in NZ"
3587488,84,"Borrow a bike in NZ"
3587424,74,"Borrow a bike in NZ"
3587426,86,"Borrow a bike in NZ"
3587435,83,"Borrow a bike in NZ"
3587349,85,"Borrow a bike in NZ"
3587197,70,"Borrow a bike in NZ"
3591503,85,"Borrow a bike in NZ"
3591474,75,"Borrow a bike in NZ"
3591448,94,"Borrow a bike in NZ"
3590392,62,"Borrow a bike in NZ"
3587801,63,"Borrow a bike in NZ"
3587802,68,"Borrow a bike in NZ"
3587815,69,"Borrow a bike in NZ"
3591573,82,"Borrow a bike in NZ"
3591632,78,"Borrow a bike in NZ"
3591633,67,"Borrow a bike in NZ"
3591660,77,"Borrow a bike in NZ"
3591663,63,"Borrow a bike in NZ"
3591849,83,"Borrow a bike in NZ"
3586656,75,"Borrow a bike in NZ"
3586727,62,"Borrow a bike in NZ"
3586893,95,"Borrow a bike in NZ"
3586768,86,"Borrow a bike in NZ"
3586781,86,"Borrow a bike in NZ"
3586782,61,"Borrow a bike in NZ"
3586793,54,"Borrow a bike in NZ"
3586812,55,"Borrow a bike in NZ"
3586861,70,"Borrow a bike in NZ"
3586992,80,"Borrow a bike in NZ"
3587015,105,"Borrow a bike in NZ"
3586944,62,"Borrow a bike in NZ"
3586899,134,"Borrow a bike in NZ"
3587124,71,"Borrow a bike in NZ"
3587144,53,"Borrow a bike in NZ"
3587046,85,"Borrow a bike in NZ"
3586333,63,"Borrow a bike in NZ"
3586302,71,"Borrow a bike in NZ"
3586226,65,"Borrow a bike in NZ"
3586227,66,"Borrow a bike in NZ"
3586197,100,"Borrow a bike in NZ"
3586388,119,"Borrow a bike in NZ"
3586394,55,"Borrow a bike in NZ"
3586404,128,"Borrow a bike in NZ"
3586411,118,"Borrow a bike in NZ"
3586619,105,"Borrow a bike in NZ"
3586593,86,"Borrow a bike in NZ"
3586572,56,"Borrow a bike in NZ"
3586536,74,"Borrow a bike in NZ"
3586539,168,"Borrow a bike in NZ"
3586498,64,"Borrow a bike in NZ"
3586503,93,"Borrow a bike in NZ"
3586431,119,"Borrow a bike in NZ"
3586377,129,"Borrow a bike in NZ"
3585550,58,"Borrow a bike in NZ"
3585609,101,"Borrow a bike in NZ"
3585629,104,"Borrow a bike in NZ"
3585615,96,"Borrow a bike in NZ"
3585660,54,"Borrow a bike in NZ"
3585664,132,"Borrow a bike in NZ"
3585837,106,"Borrow a bike in NZ"
3585792,82,"Borrow a bike in NZ"
3585755,63,"Borrow a bike in NZ"
3585692,68,"Borrow a bike in NZ"
3585681,68,"Borrow a bike in NZ"
3585849,54,"Borrow a bike in NZ"
3585854,79,"Borrow a bike in NZ"
3585995,119,"Borrow a bike in NZ"
3585989,101,"Borrow a bike in NZ"
3586044,74,"Borrow a bike in NZ"
3586072,56,"Borrow a bike in NZ"
3586078,92,"Borrow a bike in NZ"
3586032,118,"Borrow a bike in NZ"
3586145,73,"Borrow a bike in NZ"
3586113,119,"Borrow a bike in NZ"
3586115,106,"Borrow a bike in NZ"
3584598,90,"Borrow a bike in NZ"
3584634,75,"Borrow a bike in NZ"
3584648,109,"Borrow a bike in NZ"
3584604,107,"Borrow a bike in NZ"
3584700,68,"Borrow a bike in NZ"
3584761,104,"Borrow a bike in NZ"
3584727,81,"Borrow a bike in NZ"
3584734,124,"Borrow a bike in NZ"
3584722,68,"Borrow a bike in NZ"
3584790,118,"Borrow a bike in NZ"
3584835,88,"Borrow a bike in NZ"
3584823,53,"Borrow a bike in NZ"
3584464,84,"Borrow a bike in NZ"
3584474,100,"Borrow a bike in NZ"
3584450,99,"Borrow a bike in NZ"
3584560,96,"Borrow a bike in NZ"
3584564,58,"Borrow a bike in NZ"
3584567,57,"Borrow a bike in NZ"
3584534,58,"Borrow a bike in NZ"
3584396,85,"Borrow a bike in NZ"
3584411,110,"Borrow a bike in NZ"
3584416,71,"Borrow a bike in NZ"
3584274,74,"Borrow a bike in NZ"
3585500,68,"Borrow a bike in NZ"
3585453,65,"Borrow a bike in NZ"
3585424,72,"Borrow a bike in NZ"
3585388,107,"Borrow a bike in NZ"
3585344,78,"Borrow a bike in NZ"
3585358,88,"Borrow a bike in NZ"
3585329,69,"Borrow a bike in NZ"
3585289,99,"Borrow a bike in NZ"
3585253,137,"Borrow a bike in NZ"
3585200,143,"Borrow a bike in NZ"
3585239,140,"Borrow a bike in NZ"
3585241,75,"Borrow a bike in NZ"
3585186,117,"Borrow a bike in NZ"
3585181,102,"Borrow a bike in NZ"
3585160,83,"Borrow a bike in NZ"
3585113,62,"Borrow a bike in NZ"
