"SurveyResponseID","AnswerNumber","TravelledWith"
3558511,42,"Child/children aged under 15"
3558497,43,"My husband, wife or partner"
3558373,47,"My husband, wife or partner"
3558374,39,"My husband, wife or partner"
3558506,49,"My husband, wife or partner"
3558511,41,"My husband, wife or partner"
3558469,37,"My husband, wife or partner"
3558375,46,"My husband, wife or partner"
3558471,44,"My husband, wife or partner"
3558376,42,"My husband, wife or partner"
3558034,40,"My husband, wife or partner"
3558478,43,"My husband, wife or partner"
3558469,38,"Child/children aged under 15"
3558376,43,"Child/children aged under 15"
3558487,38,"Child/children aged under 15"
3558453,78,"Other family / relative(s)"
3558373,48,"Other person(s)"
3558464,38,"Other family / relative(s)"
3558032,38,"Other family / relative(s)"
3558376,44,"Other family / relative(s)"
3558513,41,"Other family / relative(s)"
3558520,45,"Child/children aged under 15"
3558049,48,"My husband, wife or partner"
3558487,37,"My husband, wife or partner"
3558520,44,"My husband, wife or partner"
3558494,50,"My husband, wife or partner"
3558496,44,"My husband, wife or partner"
3558522,44,"My husband, wife or partner"
3558050,46,"Other family / relative(s)"
3558520,46,"Other person(s)"
3558536,42,"Child/children aged under 15"
3558529,38,"My husband, wife or partner"
3558531,38,"My husband, wife or partner"
3558503,43,"My husband, wife or partner"
3558390,41,"My husband, wife or partner"
3558536,41,"My husband, wife or partner"
3558391,44,"My husband, wife or partner"
3558065,41,"Other family / relative(s)"
3558066,39,"Other person(s)"
3558531,39,"Other person(s)"
3558391,45,"Other person(s)"
3558538,45,"Child/children aged under 15"
3558545,41,"Other person(s)"
3558407,41,"Other person(s)"
3558514,41,"Other family / relative(s)"
3558505,39,"Child/children aged under 15"
3558406,42,"Child/children aged under 15"
3558067,37,"Other person(s)"
3558505,38,"My husband, wife or partner"
3558406,41,"My husband, wife or partner"
3558081,38,"Other person(s)"
3558512,37,"My husband, wife or partner"
3558083,43,"Other person(s)"
3558408,46,"My husband, wife or partner"
3558081,37,"My husband, wife or partner"
3558554,58,"My husband, wife or partner"
3558561,38,"My husband, wife or partner"
3558410,62,"My husband, wife or partner"
3558084,46,"Other family / relative(s)"
3558097,48,"Other family / relative(s)"
3558317,45,"Other person(s)"
3558426,50,"Other person(s)"
3558521,51,"My husband, wife or partner"
3558424,38,"My husband, wife or partner"
3558084,45,"Child/children aged under 15"
3558528,41,"My husband, wife or partner"
3558563,42,"My husband, wife or partner"
3558530,47,"My husband, wife or partner"
3558570,50,"My husband, wife or partner"
3558539,41,"My husband, wife or partner"
3558572,42,"My husband, wife or partner"
3558457,52,"My husband, wife or partner"
3558546,51,"My husband, wife or partner"
3558579,50,"My husband, wife or partner"
3558460,83,"My husband, wife or partner"
3558555,48,"My husband, wife or partner"
3558555,49,"Child/children aged under 15"
3558440,40,"Other person(s)"
3558537,39,"Other person(s)"
3558457,53,"Other person(s)"
3558553,46,"Other person(s)"
3558581,65,"Other person(s)"
3558473,38,"Other family / relative(s)"
3558586,47,"My husband, wife or partner"
3558474,43,"My husband, wife or partner"
3558588,47,"My husband, wife or partner"
3558564,51,"My husband, wife or partner"
3558318,49,"My husband, wife or partner"
3558571,41,"My husband, wife or partner"
3558492,45,"My husband, wife or partner"
3558562,42,"Other person(s)"
3558475,45,"Other person(s)"
3558595,42,"Other person(s)"
3558490,39,"Other family / relative(s)"
3558597,46,"Other person(s)"
3558491,47,"Other family / relative(s)"
3558573,37,"Other person(s)"
3558331,38,"Other family / relative(s)"
3558331,39,"Other person(s)"
3558580,45,"Other person(s)"
3558604,49,"Other person(s)"
3558507,50,"Child/children aged 15 or older"
3558507,51,"Other family / relative(s)"
3558493,42,"My husband, wife or partner"
3558578,46,"My husband, wife or partner"
3558507,49,"My husband, wife or partner"
3558333,48,"My husband, wife or partner"
3558334,42,"My husband, wife or partner"
3558587,41,"My husband, wife or partner"
3558606,37,"My husband, wife or partner"
3558508,49,"Other person(s)"
3558603,45,"Other family / relative(s)"
3558620,41,"Child/children aged 15 or older"
3558620,42,"Other family / relative(s)"
3558603,46,"Other person(s)"
3558589,39,"Child/children aged under 15"
3558620,40,"Child/children aged under 15"
3558510,40,"Child/children aged under 15"
3558589,38,"My husband, wife or partner"
3558611,44,"My husband, wife or partner"
3558594,42,"My husband, wife or partner"
3558596,41,"My husband, wife or partner"
3558613,48,"My husband, wife or partner"
3558510,39,"My husband, wife or partner"
3558525,46,"Child/children aged 15 or older"
3558525,47,"Other family / relative(s)"
3558523,49,"My husband, wife or partner"
3558525,45,"Child/children aged under 15"
3558612,46,"My husband, wife or partner"
3558629,41,"My husband, wife or partner"
3558614,43,"My husband, wife or partner"
3558631,53,"My husband, wife or partner"
3558348,43,"My husband, wife or partner"
3558526,41,"My husband, wife or partner"
3558350,47,"Other person(s)"
3558636,39,"Child/children aged 15 or older"
3558647,37,"Other person(s)"
3558542,49,"Other person(s)"
3558527,40,"My husband, wife or partner"
3558351,41,"My husband, wife or partner"
3558540,38,"My husband, wife or partner"
3558541,41,"My husband, wife or partner"
3558661,49,"My husband, wife or partner"
3558366,39,"My husband, wife or partner"
3558621,38,"My husband, wife or partner"
3558663,52,"My husband, wife or partner"
3558623,45,"My husband, wife or partner"
3558367,49,"My husband, wife or partner"
3558670,52,"My husband, wife or partner"
3558628,47,"My husband, wife or partner"
3558368,43,"My husband, wife or partner"
3558681,44,"Other person(s)"
3558672,45,"My husband, wife or partner"
3558630,39,"My husband, wife or partner"
3558557,46,"My husband, wife or partner"
3558637,58,"My husband, wife or partner"
3558686,39,"My husband, wife or partner"
3558639,50,"My husband, wife or partner"
3558688,53,"My husband, wife or partner"
3558690,42,"Other person(s)"
3558560,42,"Other family / relative(s)"
3558646,39,"My husband, wife or partner"
3558381,40,"Child/children aged 15 or older"
3558574,49,"Other person(s)"
3558560,41,"My husband, wife or partner"
3558690,41,"My husband, wife or partner"
3558382,41,"My husband, wife or partner"
3558383,54,"My husband, wife or partner"
3558706,54,"My husband, wife or partner"
3558648,52,"Other family / relative(s)"
3558384,43,"Other family / relative(s)"
3558711,40,"Child/children aged 15 or older"
3558576,48,"Other person(s)"
3558385,42,"My husband, wife or partner"
3558655,43,"My husband, wife or partner"
3558398,38,"My husband, wife or partner"
3558713,44,"My husband, wife or partner"
3558662,50,"My husband, wife or partner"
3558715,38,"My husband, wife or partner"
3558399,38,"My husband, wife or partner"
3558720,52,"My husband, wife or partner"
3558577,45,"Other person(s)"
3558577,44,"My husband, wife or partner"
3558400,53,"My husband, wife or partner"
3558400,54,"Other person(s)"
3558590,64,"My husband, wife or partner"
3558722,57,"Other person(s)"
3558401,39,"My husband, wife or partner"
3558416,53,"My husband, wife or partner"
3558729,37,"My husband, wife or partner"
3558664,38,"My husband, wife or partner"
3558417,40,"My husband, wife or partner"
3558731,49,"My husband, wife or partner"
3558431,38,"Other person(s)"
3558678,41,"Other person(s)"
3558680,44,"Other family / relative(s)"
3558671,47,"My husband, wife or partner"
3558418,56,"My husband, wife or partner"
3558673,41,"My husband, wife or partner"
3558736,46,"My husband, wife or partner"
3558591,42,"My husband, wife or partner"
3558592,58,"My husband, wife or partner"
3558432,39,"My husband, wife or partner"
3558738,45,"My husband, wife or partner"
3558687,38,"My husband, wife or partner"
3558433,39,"My husband, wife or partner"
3558740,37,"My husband, wife or partner"
3558689,41,"My husband, wife or partner"
3558745,44,"Other person(s)"
3558703,42,"Other family / relative(s)"
3558703,43,"Other person(s)"
3558593,45,"Other person(s)"
3558607,40,"Other family / relative(s)"
3558435,45,"My husband, wife or partner"
3558696,46,"My husband, wife or partner"
3558747,50,"My husband, wife or partner"
3558705,39,"My husband, wife or partner"
3558712,38,"My husband, wife or partner"
3558754,38,"My husband, wife or partner"
3558449,38,"Other person(s)"
3558763,41,"Other family / relative(s)"
3558448,38,"My husband, wife or partner"
3558756,51,"My husband, wife or partner"
3558609,40,"My husband, wife or partner"
3558610,40,"My husband, wife or partner"
3558451,44,"My husband, wife or partner"
3558624,39,"My husband, wife or partner"
3558770,38,"Other person(s)"
3558772,38,"Other person(s)"
3558721,50,"Other person(s)"
3558779,54,"Other person(s)"
3558781,39,"Other family / relative(s)"
3558790,47,"Other person(s)"
3558728,37,"Other family / relative(s)"
3558765,42,"My husband, wife or partner"
3558466,53,"My husband, wife or partner"
3558714,39,"My husband, wife or partner"
3558723,43,"My husband, wife or partner"
3558625,57,"My husband, wife or partner"
3558626,43,"My husband, wife or partner"
3558795,44,"My husband, wife or partner"
3558739,42,"Other person(s)"
3558641,37,"Other person(s)"
3558746,44,"Other person(s)"
3558644,41,"Child/children aged under 15"
3558730,45,"My husband, wife or partner"
3558640,44,"My husband, wife or partner"
3558737,37,"My husband, wife or partner"
3558746,43,"My husband, wife or partner"
3558644,40,"My husband, wife or partner"
3558815,47,"My husband, wife or partner"
3558753,42,"Child/children aged 15 or older"
3558753,43,"Other family / relative(s)"
3558657,39,"Child/children aged 15 or older"
3558482,47,"Other person(s)"
3558820,38,"My husband, wife or partner"
3558755,41,"My husband, wife or partner"
3558657,38,"My husband, wife or partner"
3558658,46,"My husband, wife or partner"
3558762,38,"My husband, wife or partner"
3558829,54,"My husband, wife or partner"
3558764,44,"My husband, wife or partner"
3558659,55,"Child/children aged 15 or older"
3558771,39,"Other person(s)"
3558773,41,"Other person(s)"
3558840,65,"Other person(s)"
3558845,67,"Other person(s)"
3558831,42,"My husband, wife or partner"
3558838,38,"My husband, wife or partner"
3558778,55,"My husband, wife or partner"
3558483,54,"My husband, wife or partner"
3558674,46,"My husband, wife or partner"
3558787,54,"My husband, wife or partner"
3558675,48,"My husband, wife or partner"
3558484,41,"My husband, wife or partner"
3558485,41,"My husband, wife or partner"
3558676,42,"Other family / relative(s)"
3558499,48,"Other family / relative(s)"
3558498,45,"My husband, wife or partner"
3558677,61,"My husband, wife or partner"
3558796,43,"My husband, wife or partner"
3558847,51,"My husband, wife or partner"
3558515,45,"My husband, wife or partner"
3558854,43,"My husband, wife or partner"
3558798,39,"Child/children aged under 15"
3558805,49,"Child/children aged under 15"
3558805,48,"My husband, wife or partner"
3558807,58,"My husband, wife or partner"
3558691,40,"My husband, wife or partner"
3558812,39,"My husband, wife or partner"
3558863,42,"My husband, wife or partner"
3558814,38,"My husband, wife or partner"
3558692,42,"My husband, wife or partner"
3558500,55,"Other person(s)"
3558502,41,"Other person(s)"
3558803,37,"Other family / relative(s)"
3558805,50,"Child/children aged 15 or older"
3558856,42,"Other family / relative(s)"
3558863,43,"Child/children aged 15 or older"
3558865,41,"My husband, wife or partner"
3558693,45,"My husband, wife or partner"
3559122,40,"My husband, wife or partner"
3558821,39,"My husband, wife or partner"
3558828,42,"My husband, wife or partner"
3558693,46,"Child/children aged under 15"
3558692,43,"Other family / relative(s)"
3558694,44,"My husband, wife or partner"
3558821,40,"Child/children aged 15 or older"
3558821,41,"Other family / relative(s)"
3558837,44,"Other person(s)"
3558832,58,"My husband, wife or partner"
3559129,42,"My husband, wife or partner"
3558707,43,"My husband, wife or partner"
3558839,45,"My husband, wife or partner"
3559140,41,"My husband, wife or partner"
3558709,42,"My husband, wife or partner"
3558724,41,"Other person(s)"
3558853,39,"Child/children aged 15 or older"
3559156,40,"Child/children aged 15 or older"
3559163,42,"Other person(s)"
3558725,42,"Other person(s)"
3558517,42,"Child/children aged 15 or older"
3559165,45,"Other family / relative(s)"
3558846,53,"My husband, wife or partner"
3558710,43,"My husband, wife or partner"
3559147,41,"My husband, wife or partner"
3558848,50,"My husband, wife or partner"
3559154,38,"My husband, wife or partner"
3558517,41,"My husband, wife or partner"
3558726,37,"My husband, wife or partner"
3558518,41,"My husband, wife or partner"
3558727,37,"My husband, wife or partner"
3558741,38,"My husband, wife or partner"
3559172,38,"My husband, wife or partner"
3558533,44,"My husband, wife or partner"
3559174,51,"My husband, wife or partner"
3558857,47,"Other family / relative(s)"
3558857,48,"Other person(s)"
3559179,42,"Other family / relative(s)"
3558534,42,"Other person(s)"
3558535,42,"Other family / relative(s)"
3558535,43,"Other person(s)"
3559181,45,"Other family / relative(s)"
3559183,48,"Child/children aged 15 or older"
3559181,44,"Child/children aged under 15"
3559183,47,"Child/children aged under 15"
3558864,37,"My husband, wife or partner"
3559121,39,"My husband, wife or partner"
3559181,43,"My husband, wife or partner"
3558548,59,"My husband, wife or partner"
3559183,46,"My husband, wife or partner"
3559132,42,"My husband, wife or partner"
3558549,45,"My husband, wife or partner"
3559139,48,"My husband, wife or partner"
3558550,47,"My husband, wife or partner"
3559146,41,"My husband, wife or partner"
3559190,41,"My husband, wife or partner"
3558551,47,"My husband, wife or partner"
